reviewText,Positive
best game ever play every time see moo moo moo moo moo moo moo moo moo moo moo,1
've played game several level find challenging interesting . need buy content far .. ...,1
great game ! ! ! ! lot pot make ! fun . yourable make cup coffee cup jar foodbowls .,1
boycott iap ! scamming u even money game . . . n't think !,0
"iap always equal bad . ton game offer option pay real money get thing . know ? people lazy , would rather spend pocket change get rather work way game",1
"idea negitive review . got free think great.there option buy added tool later game , . fun , 's time limit , mess . great app !",1
"send creation people ? really ? maybe made real pot grammar school , mom would cherish keep . sending mom crummy epot instead visiting mother day n't going earn point .",0
got app kindle fire n't run problem . love . younger sister brother love app . literally begs play . n't spend real money . n't even offered chance spend real money .,1
"shameful greed going . okay maybe use app without using iap , 's thought $ 5 plus iap smell greed . oh urban airship module=shame ! app boring sub par infinite",0
"'ve playing day . love ! great fire , never needed buy anymore . good job , dev .",1
"... really guy ? app brilliant ! update people complaining , work perfectly fine , kindle fire ! display brilliant , feature sensitive , great , remarkable result ar",1
lot warning saying n't upgrade use real money . leave fine . kept granddaughter going 2 day far . learned email creation get email . wa,1
"idiot said based iaps wrong , n't found one yet , game currency coin , real coinage , anyway awsome game",1
've waiting patiently finally app offer chance add pottery experience iaps .,1
game pretty poor . stink pay version iaps . also repetive boring . recommend .,0
love work kindle fire ..... fun love making new designer pot . also like n't spend real money.you earn game selling 're pot .....,1
ok love game 's fun well 'm pottery crazy . 's real looking get order make come life ! !,1
"first , 've plenty fun game n't spent penny real money . 's sort 3d puzzler recreate pottery based picture sent order customer . 's easy enough n't get frustrating , bu",1
"appear normally cost five buck dun purchase . 's greedy , encouraged .",0
"go , another game app purchase ! 's free , wait , mean 's never free n't ? think regular price $ 4.99 . joke ! ca n't believe anyone would actually pay game pay extra stu",0
"absolutely love app . app purchase completely optional . app cool , addicting ! although , got app faotd , would recommend would n't buy $ 4.99 price . course , probably",1
"eight year old grand daughter put kindle recently . first impressed , wanted . started creating beautiful pottery piece selling blown away . artistic creative",1
"'m really enjoying app far . work fine kindle fire , n't encountered iaps yet . might worth $ 5 , luckily faotd . thanks amazon !",1
"yes , app allows purchase additional brush choose . however , ton free content game n't need pay play hours.there ton challenge use content already game . 've b",1
app suck . boring ! ! ! ! ! ! ! ! n't buy app . would rate 0 could 14 year old boy loo king sum fun,0
"n't get try , installed started sending notification notification bar add . persistently . guess wo n't getting iaps haha . bad , looked like would fun .",0
reading review app im sorry say would n't dl . inap purchase completely turn .. even though 's `` free '' app today 's going free long run . someone stated inbox request stop,0
"n't sure app first , downloading & amp ; playing fir better thought . u like create thing & amp ; u imagine something would look ; u get app .",1
draw masterpiece . never make mistake . great app big little people . thanks,1
"think game fun , addicting actually quite relaxing . enjoyed much . recommended .",1
yesterday faotd checked almost n't download everyone bitching app purchasing play hour seeing type & quot ; real money & quot ; upgrade offer . game make potte,1
time u done spend like 30 buck . buy new zelda wii .,0
"asus 300 transformer pad thrilled free app day . reboot tablet immediately loading app , indication thing come . third time & quot ; creating & quot ; something tablet locked",0
"'ve seen one star review claiming app purchasing continue playing game , tried finding way spending real money purchase paint color material option . purchase done 'shop 's us ga",1
faotd great . work rooted tablet . kid playing love . love creating pottery auctioning cash purchasing stuff store . great time filler.with negative revi,1
"google sell price , cheap bastiches twisted idea iap really ( though often abused ) .when one cheap see iap rip - 're spoiled rich kid cool stuff without playing ga",0
"awesome fun game play , , good hand eye cordination building one sent youyou could make point needed lil less build",1
app awesome call app really n't game quite pricey cant say nothing,1
hate one jerk rate app one star including app purchase app already cost 5 dollar normaly ridiculous .,0
even though expensive ... alot fun right free app day . always played friend ipad never wanted spend $ . free awesome ! alot fun .,1
"wife love movie ghost patrick swayze demi moore really excited saw app offered today . however , two people using app make pottery nearly impossile . dropped phone several time , called paren",0
"app purchase paid game ( cost rather high ) , item available mean - low ... one star .",0
"creative girl , excited see appeared craft instruction offered faotd ! started reading review n't take long see app/game would likely total rip . also appears",0
"app extremely pretty visuals fun creative way kill time . possible unlock ( nearly ) everything play , iaps exist speed unlocking , still ... presence iaps faotd sour & quot ; deal & q",0
gave one star cause liked pic ( much ) anyway suck would n't even let open game terrible save ur money ! ! ! ! ! ! ! !,0
"make pottery sell . buy new design maybe lid sell another pot . brother contest see 's pot would get money . fun app , would n't play 5 buck .",1
"'s clear cost , plus iap strictly designed part cash.it seems apps thrown together use iap . reading review dev switched game aft",0
"liked . people thought bad n't smart , say let crest pottery ofcores activety .",1
well read comment bad game fun good try harder better,1
got free day ssssssssssssssooooooooooooooooooooooooooooooo fun . making diffrent stuff kindle fire . ; - ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) plus . bye,1
app purchase already paid game inexcusable reason . care reason come valid .,0
people need play rating . imo beauty app clean crisp quite peaceful . first pot made sold 6 & amp ; 9 game dollar . worked total 50 game dollar went shopping store . first pur,1
fun game thing else . rip sale .,1
"really addicted game couple week decided buy ( real money ) extra brush . payed .99 cent new brush , expecting inventory , still buy pottery money earned . stupid .",0
"'s one star review offset blatant garbled engrish double 5star review devs using similar name . think iap poor form app cost $ 5 , 'd right .",0
"yes , highly addictive . n't miss project given email message within inbox program . want get pottery wheel try creation real ! ! ! : ) oh , 9 year old son hooked .",1
"start , app let 's create pottery 's one thing like type apps . also , give order fill people make pottery want . cool app . would recommend",1
faotd great tired greediness many chosen iap . ! ! ! !,0
app much fun ! got free app day . shut kindle twice besides get game ! !,1
people must losing mind . dont even need download app give star . never download app company . terrible .,0
rarely one find company greedy . mean capitalism thing . .. charging five buck app .. scrooging additional dollar upgrade scenario game element . shame .. shame . make upgrade part th,0
would never buy app five buck . got free app day . even fun .,0
"purchased game original kindle fire loved ! , purchased newest kindle fire hdx , wanted bad get installed start playing . found 's compatible . : ( please",0
"understand dev make money faotd . however , ok let people buy game wipe data new update .",0
"love playing game . even freestyle allows creative . 've finished & quot ; mission & quot ; speak , 'm hoping challenge future update .",1
let creative .. love app .. much fun . make want learn pottery : ),1
"ok , let 's get one thing straight , god create , little troll evil robot phone . app make burn eternal hellfire ! devil ! n't ever assume god 's almighty power ... 's job , prea",0
purchased app seeing releasing initial 5 dollar waited changed iap based unlocks meaning u pay 5 dollar get half crappy game ( play friend kindle ) half pay u,0
useful quick easy tool playing word friend . use often .,1
love app easy fun work great kindle fire must try best part free,1
app fast-loading concise . verify acceptability word second definite plus enjoy word game much i. holding game definition optional . love app . much quicker,1
except small font little word checker helpful & must participate word game . consulted merriman 's dictionary word confirmation use `` word friend '' although merriman 's dictionary list word,1
"'s sometimes hard believe word accepted accepted word game , app helpful strategizing 's turn . 's accurate acceptable acceptable . us sowpods dictio",1
great app anyone looking good place eat ! waste hard earned money so-so food . get best ! !,1
"one time favorite apps . urbanspoon addicting , even n't need find restaurant . love browsing ny favorite city",1
"great site let know various restaurant . like way place restaurant category , make easy find one serf particular type food .",1
"found difficult use , deleted . others may find much useful .",0
like app free . deleted . expected little joke . oh well get freeeeeeeeeeee .,0
"tavel alot looking next place enjoy meal . app . help figure go almost kind meal , almost city find .",1
enjoyed app . great resource finding new restaurant . go place score 80 percent better .,1
urban spoon great app iphone 4 ipad 2 two find restaurant get direction two restaurant write review restaurant get phone number wont try new restaurant app best n,1
"love app . lot option . choose price , lock . choose food like , lock . shake phone , roulette give choice .",1
"first app try looking place eat . traveling , usually depend local entertainment guide , usually `` sponsored '' article anyway . nice independant source pick unique tasty p",1
know free ap got . basically way find good place eat . eat lot want helpful indispensable .,1
"like scope local restaurant going . customer review interesting , able look menu great .",1
"urbanspoon best app finding nearby restaurant . review peer-based current , feedback accurate reliable . every place `` hater '' , virtually every place 've 80 % `` like '' rating",1
"basically yelp app restaurant . fortunate place menu posted make easy choose , always .",1
"daughter told one . love , need internet access . wifi 3/4g service .",1
"urbanspoon app , humble opinion , far better yelp . folk post urbanspoon tend know little food , service perceived value.this great app 're comfort zone looking pla",1
"come noon every work day , 's ol ' question . 'where go lunch ? ' app answer 3 question : 1. city want lunch ? 2. type food 3. price range . lock shake phone/table",1
always go urbanspoon selecting restaurant .. useful app kindle,1
always problem deciding food . app like new friend .,1
"'ve used urbanspoon web ipad app , 's helpful app finding kind restaurant price range want , certainly one best kind . live atlanta area , urbanspoon fairly complete",1
app show great restaurant located living area . good app us .,1
use app often . fun use accurate . make finding nice place eat easy .,1
"love item give many restaurant choose , pricing type restaurant , gave 4 star location , limit chooses , app location live , fair",1
"pretty cool , able find lot place eat locally along nice rating . need installed used lot rating .",1
"one best apps 've downloaded . useful . n't normally recommend anything anyone , whether movie , book , apps , game whatever , one awesome . ever go restaurant , need app . trust . yo",1
iphone glad 's one kindle . great resource easy use . recommend matter live visit .,1
app excellent traveling find great location . choose price range accordance amount anticipate spending meal vacation budget .,1
"excellent program , even forget come eating . selection great user uploading photo food review super .",1
downloaded like . found local favorite right away . also found little wi hometown .,1
great site find restaurant area familiar traveling.we also find restaurant close u new .,1
"picked app use attending state wedding charleston , sc . getting access name address many best reviewed restaurant area convenient . rome roman .",1
sight great ! locate great eats even n't know area . narrow choice cost -favorite food -fine dining fast food . compared local eats site recommendation found accurate . gave,1
"fiance always looking new restaurant try . app iphone time ago , always . kindle , 'm friend opened new world food !",1
"fun food critic post photo review food served restaurant . app great find good local restaurant eat , useful !",1
printed restaurant area . 's fingertip .. great online reference . could one valuable apps kindle fire,1
several review taken reason whatsoever . lasted eventually disappear . suspected foul play set test find . gave friend business bad review 3 week later got phone call,0
"unlike web version , yelp app requires first create account lead sort spam .",0
"great way get review restaurant , hotel different business . always go site check place . help decide going visit business . highly recommend .",1
going make long yelp . good app u write review want look business area !,1
"yelp app tremendously helpful , friendly interface , feature mapping place , make easy review finding restaurant , shop , place services.the interface simplistic , profile , bookmark , tag",1
make life much easier ! love app .,1
"yelp basically community rate experience place ( mostly restaurant ) app incredibly useful , especially somewhere unfamiliar .",1
great application . helped discover new place city 've lived last 28 year ! ! 's saying something !,1
"always use app 'm . 's easy use , 'll designed . hat designer app .",1
seems like much trouble use . push lot ad n't care . steep usefulness curve .,0
mobile website app awful . ? 're limited everything . create review forced go full website approve review . accidentally write something outside term remove,0
app say review posted next time connect yelp via computer ? ?,0
really help make decision place eat .,1
"easy way find resturants , hotel place ever happen . try free ! ca n't go wrong !",1
"yelp app great . work reliably , similar website . 'm hungry , never use google map - use yelp ! 's far superior finding food .",1
using yelp.com since beginning . happy finally made app phone.you find review people like . app find place based location .,1
remove app digital device,1
"fun app test knowledge great art help child learn well . fun easy use , short biography artist list painting tap view . appreciate pai",1
"put simply , collection paitings link web . worth penny , .",0
"app give every day . adore art many , many art museum book . another painting . unable get museum winter weather , enjoyed much.joan noble",1
love art love . really like enlarge painting check detail learn artist . great !,1
's wonderfull able enjoy great work art unable see art person . thank .,1
"see world famous painting home kindle thrill . test knowledge art artist make feelsmart . beauty little site stunning . cover favorite , enough painting thereto fill",1
"'s awesome app someone like , love artwork ! really enjoy looking detailed picture .",1
"five year old need loto f information rightn ow great , basic info picture",1
"educational tool , quite interesting . many fact thought heard .",1
favorite . easy attain information . using memorize president . never know could jeopardy,1
downloaded help 3rd grader learn make confident school . love ! ! ! thanks amazon ! ! !,1
really interesting program . really enjoyed fun kid use .,1
think know everything 46 president ? ? try game ! 'll find much never knew -- good fun !,1
"app good , though typeface tiny , though president , 's thorough anyone like american history",0
nice game kind bug would make kindle shut,0
"kid love app , fun playing . student personal child learning playing make want play since game",1
great play three game pay back keep attention never always changing,1
"money real ... , since 're spending money betting game pay lot ... one . even kid love play hit jackpot",1
"slot game redundant . game simply bore . allow bet 15 coin even though may & quot ; cash & quot ; balance million dollar . found quite ridiculous . also , graphic sub-par compar",0
game awesome . never game could play like casino win much . worth love game .,1
"cool slot machine game , 's even fun virtual money . great way pas time . even get 3 slot machine play .. 's . free .. thanks",1
"lot fun slot game . 's like real slot play n't cost u money play . $ 100000 game , husband $ 700 loses everytime . two game !",1
app try get money . first thing ask cash credit . stay away .,0
"great app , fun . love 3 slot machine . favorite app yet . highly recommended . thank making free app !",1
played game since got kindle two year ago everyday . million dollar bank disappeared ? happened ? reloaded money ! happy customer right !,0
get bonus go wheel spin blue 50 gave 1000 600,1
omg & lt ; 3 app grandmother love love ( lot love ) game tot waste space ! ! ! ! ! ! ! !,1
game also great game play . really enjoy playing game relaxing mind come home work .,1
love game . play time . love winning game . n't pay good .,1
n't like,0
real sounding & colorful . money pretend money also great ! game free !,1
mom worst hahaha game terrible graphic point hardly see thing,0
"play time , great little game keep entertained hour . would recommend anyone like casino game .",1
exciting see next spin give . fun see next spin brings .,1
n't played game . 'm sure want make time try it.i see want try .,0
game awhile awesome game fun free use real money . totally recommend .,1
"actually fun , different slot option . would never getthis lucky vega .",1
like casino like one . eve get free spin boost point bet challanger ....,1
"one favorite slot apps , 've played extensively & amp ; absolutely love spend lot time playing . 've already bought 7 everything slot store & amp ; still $ 800 million , 've obviously playing f",1
's fun play slot lose money . 's good practice playing real slot machine .,1
"money involved slot .... could better . u like play slot game one real hit kindle fire . really responsive . would recommend anyone understand game , matter age .",1
"altough vega , give feeling winning . graphic bad game play . bet responsibly .",1
"slot royale wasted program . shortly downloading , played , even shorter , deleted . cheezy game , downloaded , start sending constant spam contributers . deleted program",0
like playing casino .. saving alot money way . looking game like kindle . nice relaxing pkaying one.thanks offering ..,1
worked fine recent update . graphic work . background machine black . ad sure work though .,0
excellent choice worst app ever ! ! ! ! ! pay money play suckish app ! ! ! ! ! ! listen review unless want pay money ! ! ! ! ! ! thank time reading review,0
absolutely love app . go least twice day sitting take break housework running errand . totally worth download fun ! -joanne b. blackwood nj,1
"great slot app . never single problem , . force close , one problem . dont use every single day time week . like deffinatly recomend anyone !",1
"super fun , like 3 different slot play . peaceful music . would nice slot auto spin . good graphic love bonus wheel spin .",1
"time fly fun ! best free slot game played kindle fire . sure one star rating say cost money play . 's virtual money , real cash .",1
"really found point app , stupid . good thing free , kindle !",0
"anticipating active game , n't capture attention imagination .. may fine . pas tme time away .",0
game totally free every respect . excellent graphic realistic feel make best slot game . game addicting real thing one major difference . lose `` money '' still winner .,1
slot royale great free app amazon . one slot machine blackjack wheel wealth fun play get new level .,1
"game way confusing guess looking old fashion slot use play way back , like new one .",0
"like fun playing slot , 'm bored , one best one 've found kindle fire hd.fun game . multiple machine theme choose . two bonus game get pick . corny music right . great graphic sound ,",1
addicting time waster/relaxer ... play time break work ... give high roller feeling ...,1
nice play time.no problem downloading . like different slot area choose play . would recommend .,1
love playing . fun actually effect real slot . wish could really cash though,1
"great app slot machine lover ca n't make vega right . 's fun play , realistic sound graphic .",1
love love game . 's definitely winner vizio tablet . ca n't loose 's always good thing !,1
", fun ages.no hidden cost really free.be careful addictive.lol everyone game fun 7 70yr , great long road trips.helps keep kid 's busy quite .",1
"love slot machine , ap must . colorful many different variety game ; bonus spin . daughter love !",1
great casino slot game . quality graphic realistic sound . played music background . offer item pretend buy winning . also facebook friend . free . get 'll feel like 're vega,1
slot royale - slot machine realistic play well much fun casino . pay out small .,1
love play game . easy fun n't spend money play . great way pas time .,1
"love gambling pretend money ! ! keep roller coaster bet max stingy play one coin , oh heck really going lose ?",1
going vega next week wait phone slot talking .,1
"using app longer mobile ran battery quickly due suspect graphic , etc .",1
dont play game use cash play would like removed kindle dont know,0
"n't gamble real really enjoying game . far $ 10,000 . pass time tv borring . fun .",1
great game 3 slot machine played time . make game much fun able use vertual money .,1
"game fun addicting , buy kind stuff shop . would recommend getting free app .",1
great game lot fun .... would highly recommend . like play 3 game . neat !,1
also app cell love recommend everyone thank making great game,1
"great engaging slot ; cash earnings , buy virtual luxury compete others get leader board . incentive go . never buy coin play .",1
"d/l sgame , lot fun . spend money play game . thanks",1
free entertainment : go wrong ? enjoy playing late night watching tv . relaxes fun .,1
try might like half time wo n't even start 'm baffled maybe n't get one,0
another app want money . game lock deleted twice wont go away .,0
added live slot tournament made fun best slot game going . give try .,1
work great kindle fire . realistic sound graphic choice different machine . author took lot care make exceptional game . 've slot game waste time . good,1
like casino love applicationmultiple game one appi would recommend fun game,1
"entertaining challenging way spend time playing slot losing shirt back . bet wisely wildly please lot fun playing game . win lose , 's lot fun would recommend tho",1
"game keep entertained hour time ... let ! lol like play watching television . like casino , love app !",1
entertaining game play watch tv time.i like feature game .,1
"enjoy gaming , app allow practice technique ( - ; } n't cost dime likely win regular basis",1
"im going gamble real money , live vegasthis allowed , gambling , believe illegal , find game fun real , gambling play coin buy cash",0
"recent trip casino louisiana , came home 'fever ' , perfect cure n't cost dime ! love .",1
"regenerate fast enough . want pay coin . way get coin without purchasing . thus , world would keep app ? deleted kindle fire hd .",0
fun entertaining game . relaxing watch get lost time sound button pushing . reminds casino adventure pay out much better lol . fun like designed ride winning wa,1
love game .fun sound effect real .. best thing lose keep money lol,1
"3 different game 2 bonus game , next best thing going casino , much cheaper ... hour fun .. one interactive game type ..",1
"one best game purchased , entertaining really enjoy playing game",1
graphic sound fantastic app . make think real casino playing slot !,1
"love application 's appearance fantastic kindle fire hd , really enjoy versatility overall enjoyment brings .",1
"like game . like playing slot casino , except n't lose money . enjoy playing .",1
"fun ( play free slot game ) . give 5 star , enjoy slot game game free fun .",1
hour ( literally ) relaxing fun . best game 've found yet . diversion even get doctor 's appointment .,1
love app ! fun ! even get three different machine spin ! ! graphic look great kindle fire ;,1
slot royalethis game addictive ! sound like real thing entertaining ! easy play hour even realize !,1
game really fun time killer . graphic pretty kindle fire . giving 5 star free !,1
"never go broke playing game , jackpot pay regular . music reminds rat pack day .",1
"work fine . nice graphic . good time waster . n't cost money play . 's virtual , like warfare game play . n't die , virtual dy . video game start requesting atm number , afraid . afr",1
enjoy app simple use provides hour free play . payoff seam unrealistic side compared casino .,1
"test device : samsung epic , android 2.2it look like could pretty cool app play , , crash every time try look template . : (",0
love app ! lot different thing picture . like keep adding new thing . 300 effect choose ! even one move . example get put face,1
app seemingly million frame different way display spruce digital photo . 've used six month developer keep adding cool template . highly recommended . using lg optimus c .,1
"love app never would imagine thing dowith app . far favorite ca n't stop talking tomy friend family . picture create look authentic , onewould believe 's app.get",1
lot belly laugh ............ cant get enough app . share funny pic . recommend .,1
"app one like photography ! ! many way change photo , amazing ! ! check , please ! !",1
graphic designer get kick app . great editing job !,1
lot 's fun . product lotof photo making option enjoy .,1
friend us app turned . made classic ! ! great app .,1
"friend got app , wanted , thought 'd cost money , wow , , completely free ! funny best photo editor world ! ! need get app ! ! n't waste time paying editor , yo",1
must downloaded surely n't bit help simply kindle ca n't get rid totally .,0
"turn ordinary photo work art fun/funny photo snap . ton different effect chose , must app !",1
first know play song know playlots song lobe app.it teach drum guitar bass.i think good music people there.get .,1
first happy favorite iphone transfered . cant figure add something favorite kindle version . really tick tab pro app . sorry expecting . one star,0
"seriously pretty terrible , expecting pro , find database limited stuff ug site , guitar tapp little cheaper plus play song little , u hear itthis app would 've way better che",0
watered version android version price . wish could returned less useful version supposed great app .,0
"app well made app . easy use read , large selection , interactive tab . find song online , put favorotes go offline . really fun app .",1
cleanly done well charted tab chord many classic current day song . able find thing 'd looking easily search screen . choice play one song many different way . good app beginner,1
"many song choose , self-scrolling bar extrememly helpful . really happy price :",1
"app let search whole ultimate guitar database easily go . even let login , save tab device offline use , save lot paper . worth every penny , glad bought : )",1
"play piano , always used ultimateguitar.com . use tablet ! got using free amazon coin got , would well worth 3 buck . favorite work offline !",1
love app-3rd time 've purchased different device . love allows save favorite tab .,1
want know truth app look review price little steep worth . app easy understand little think except song play.please fav,1
"ultimate guitar tab take tab , search engine , database website add cool twist , like auto scroll , ability zone . also view chord change key right tab itself.it 's clean functional .",1
"'re curious , 's pretty likely 've ultimate guitar . huge collection tab , lot feature , etc . site work great , , mobile version . honestly , impressed app , plain work . se",1
musician trying increase skill great way . use mostly word scrolling feature awesome .,1
app allows search kind song display tab chord available song . large screen kindle fire play song right kindle . also bass tab . great program guitar player,1
"spend 2.99 could look google whatever ? get extra thing , reason buy app",0
full study bible somewhat confusing . worth $ 9.99 cost . pay addition .,0
great able access book bible touch finger . 's easy !,1
super apps kindle fire slow took much memory,0
"say , app perfect bible reading/study n't written word written format . , n't connected via wi-fi use . use kindle fire hd without single problem .",1
"far , favorite bible app amazon marketplace . app formatted perfectly kindle fire . work well serious sermon prep , well casual reading . however , favorite thing use split pane view",1
easy read . like transaction . understand apply every day life . blessing .,1
use home church . easy maneuver book book 'm always able keep preacher say & # 34 ; turn book & # 34 ;,1
love app . easy navigate . read offline . great resource . worked well downloading . resource available app . nkjv yet available .,1
"love user-friendly niv bible app kindle fire hd ! search feature phenomenal - quickly find verse , word phrase . example found word `` lord '' 6684 time bible . search result refined ot , nt , epist",1
'm really fun game . one game spent long time playing . great graphic ton mode choose . love anime aspect well . fun story go along season mode . n't believe hater . th,1
game keep occupied . graphic bright colorful . fun getting power ups blasting ball park . also several different mode extend playing time .,1
"game slightly priced , n't mean n't enjoyable . league mode season option ton fun . good time .",1
"really much say dumb , boring . n't care storey line , let play ball game play great",0
"superstar baseball always known addictive gameplay . 2010 much upgrade 2009 different . 2011 hand feel great improvement overall . ui slicker , artwork better , game run perfectly smooth f",1
"paid 2010 version , & amp ; pleased . one even better , better graphic sound . today free ; beat ! !",1
tried free app day . actually paid 'd really pissed . graphic audio super cheesy .... like something day ne . 'm even sure call game . took longer,0
"like reviewer , installed free version got pretty hooked playing 'my league ' game . halfway , said , `` thank playing free version . '' n't buy game phone , gameplay fun",1
game much fun . thats it.raising player totally addicting . couldnt put phone many time wanted get one game raise stats more.there also enough mode anyo,1
n't like game confusing n't recommend app n't download 's also expensive,0
good game . let fielding automatic slow game . lot option take time figure game . lost first game 16-1 .... 11-4 season mode .,1
"checked mostly & quot ; bad & quot ; review , see really bad . first someone mention $ .99 marketplace , yeah look like gamevil kind deal right thats normal",1
people complaining jumping around need realize league playing one person . run entire order again.so either play season . complaint 'anime ' cha,1
"thought game lot fun , nice sound well . gameplay fast , like . inning come go know find switching batting pitching quite quickly . gameplay",1
game super fun hella addictive . graphic sound great ! totally reminds old school neo geo baseball game ! work great ! ! !,1
damnit game addicting . downloaded morning playing almost non stop . think negative review give game chance . probably jump right understand game,1
"kid fight chance play game . 's simple fun playing america 's favorite pastime . used droidx , razr , xoom .",1
"downloaded app day never launched . re-installed still problem . wont launch . despite bad review , wish chance ck . uninstalled anyway .",0
one best apps appstore worth every penny even 99 cent sale price . owned previous 2009 edition idevice never got around upgrading 2010. saw sale amazon give another go.i,1
wrote previous review baseball star 2010 still stand . 2011 improves graphic tweaking animation hitting homeruns . game expands overall game mechanic . infield player actually highlighted,1
's lot fun . basically real draw career mode build player rpg style . really great game .,1
plan check game dev . 's cute lil time killer . graphic pretty decent . played couple quick game . reminds son rpg 's gba.if want longer game play intense one included .,1
run mill baseball game . ready quirkiness lot option . fun game !,1
love game favorite tv show . cool feel like im part investigation .,1
"interactive game ; wish could say , instead reading . great game ; keep interest throughout .",1
"really enjoy watching ncis tv , playing game fun ! ! still enjoy playing occasionally !",1
love ncis biggest fan room fan would recommend n't take advice 2 star 3 star n't know missing . love gibbs wish world would meet insper,1
great app keeping track finance . intuit great financial program computer equally great app .,1
"really help keep track spending trim tighten . 've used laptop sometime , fire make financial info much accessible . love passcode feature too.i would like",1
"one must intrusive apps ever downloaded . wanted guidance , micro-management . look elsewhere . like hiring financial advisor lecture buying brand name toilet tissue . thank .",0
would work bank payroll company . need updated disclamer bank work .,0
"using website got kindle fire loved . however hated used small phone screen sort became overwhelming n't use much home . love using kindle , screen perfect",1
great app easy install use . use main computer mobilr device synched . 'm still learning utilize 's feature hope get max soon .,1
easy use simple setup . sorted port device go look financial picture . useful,1
n't check bank account credit card balance separately anymore . look . complaint would still n't done deal ge finance whoever old navy card . ca n't take star 'm goin,1
"smart design great functionality . great display option information assimilation . noticed , however , sometimes large pause alert time event time alert .",1
"using almost weekly , love , love update email view give good look money .",1
"'ve used app 2 year . love . allows check account quickly easily . mistake , easily confirmed jumping hoop main bank 's page . mistake usually ju",1
come depend program exclusively last update . became unuseable droid x2 . tried address intuit told phone thing . motorola said mint thing . middle . returned,0
"using intuit line year b4 apps even invented . liked quicken looking something simple blended asset together . zillow let know home value v owe checking , saving",1
"'ve mint pc several year find useful , heard mobile app android device , added tablet . say , 's really great tool help keep expense 'm traveling aw",1
"would recommend app anyone , especially college student need save money . easy use , simply put information app rest . update automatically . also adjust would like",1
mint inuit - know quicken people turbotax people . 've tax turbotax.com year give budgeting app mint.com try . pretty much anything . tie bank account updat,1
"'m still pretty new app , far , 's great . easy use love seeing account one place even though different bank . setting budget easy alert 're near low balance-no overdraf",1
n't work financial situation . could turn constant - & # 34 ; putting money ira ? & # 34 ; pulling money ira,0
"recommend app moneytracker apps . widget take cake . display live feed credit card , student loan , bank account information right home screen device . & # 34 ; transaction & # 34 ; wi",1
"several account bank always really hard see surcharged incorrectly ( account supposed free , sometimes charge anyway ! ) anyway , mint.com notified via email charge",1
"already trying budget got app , process made much simple straight forward . use kindle fire computer . absolutely love !",1
happy app . make logging simple great addition kindle .,1
love n't right every detail remember every receipt ... app pull directly linked account . even give realistic goal manager adjust based circumstance .,1
partner computer ... great . would recommend user . easy use good information close .,1
"provided n't problem offering banking info third party , mint keep track lot stuff . 'm able see every transaction credit card , bank account , mortgage , loan even 401k account , making",1
added bank account doubled everything . tried fix would n't let . install waste time .,0
app simply great . problem whatsoever . ui interface nice & look great samsung galaxy tab . highly recommend mint user .,1
"personal. , .. like give kind information good reason except app . know see .",0
"mint.com useful website app ( tablet ) excellent , show budget useful graph make easy see money going . app also good phone lack graphic tablet version",1
app wo n't sync correctly usaa . make useless . glad n't pay . hhj jjjj said jwjsn jdjdn,0
remove confused . different number . idea came made-up amount !,0
"fan website 4 year . amazing way get know personal spending using tool budget . set , simple ! wish app function site , se",1
used yet n't know first glimpse tell want put much personal information .,0
like look budget goal away computer . helpful debating purchase .,1
used quicken online past disappointed discontinued online version . switched mint took little getting used good app love .,1
"used like site . bank offer something similar mint rather give another website password account , stick bank offer . cancelled mint account . sorry , mint !",0
used number site always something lacking . app minutedata listing account . found quick reply email inquiry needed . highly recommend persona,1
"love app get filled information . great everything place time . easy .... give try , love .",1
"'ve using mint year , web based aneroid device . simple use , accurate help keep track money bill little effort needed part initial setup . definitely . recommend .",1
another site personel info taken put everything together get m program come computer,0
"great app . break finance past month , set control budget , categorize transaction . app serious getting control finance . share account across de",1
rediculous app work . unfortunately review requires certain number word 's say ! horrible want gone device !,0
"'ve using 'splashmoney ' old palmpilot year learned love . sure , could n't get connect download transaction manually enter everything , got used . mint automatically downloads transaction f",1
"love app . n't perfect , great way help keep track budget go . would nice could read investment , simple budget goal tracking app , could n't ask .",1
ca n't use bank listed bank us secure security procedure . useful .,0
app better going straight web sitethe quick-launch passcode protection make fast simple !,1
great way keep reminder goal set . late fee get reminder bill come due !,1
"04/04/2011 : mint.com owned run intuit , little company experience tax investment arena . ( turbotax , quicken , quickbooks , business marketing management , etc . ) similar website/app pairing department 've",1
"need removed kindle . thinking ? use kindle fun , reading game , anything serious finance .",0
"love mint 's app service provides . negative review , let 's get real - one awesome app provides heck lot feature , oh yeah , 's completely free ! value app worth much",1
"app easy use , encourages better choice , visual reminder . 's worth lookin !",1
bad app . update .. balance likely incorrect . taking device . would nit recommend anyone . try get updated app,0
like mint.com check everything online kindle always date easy understand,1
"find 'm referring often keep date , glance , finance .",1
"'ve used mint year . iphone well kindle . 's `` free '' way keeping account , budget , spending habit . 's wonderful . really easy use well .",1
"mint changed way look finance . entire app centered around finance , everything bank account loan placed unto monitored . app great way monitor finance 're go , w",1
use small local bank credit union 're screwed want use app . wo n't even let get started ! really sucked really need something like app help u hard financial time . 'm extreamly dis,0
"folk wander around blithely spending money without regard long-range ramification . program help gather financial information one place , set plan maintaining balanced budget , provides tool developing soun",1
